transaction_id,datetime,date,year,month,year_month,year_quarter,store_id,store_name,district,store_lat,store_lon,customer_id,customer_gender,age_band,customer_segment,channel,payment_method,campaign,product_category,product_subcategory,quantity,unit_price_mur,discount_pct,gross_margin_pct,gross_sales_mur,net_sales_mur,cost_mur,gross_profit_mur,returned_flag,delivery_minutes,satisfaction_score,calc_net_sales,diff
T0022209,2024-05-01T03:23:11Z,2024-05-01,2024,5,2024-05,2024Q2,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,55,Male,18-24,VIP,In-store,MobileMoney,None,Grocery,Dry,2,55.16,0.031,0.259,110.32,106.90007999999999,79.21,27.69,0,NA,3.6,106.90007999999999,7.999999998276053e-5
T0011871,2024-05-01T03:47:06Z,2024-05-01,2024,5,2024-05,2024Q2,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,1355,Female,18-24,Returning,Online,Card,None,Electronics,Accessories,1,4461.81,0.015,0.177,4461.81,4394.88285,3616.99,777.89,0,12,NA,4394.88285,0.0028499999998530257
T0022060,2024-05-01T04:14:34Z,2024-05-01,2024,5,2024-05,2024Q2,3,IslandMart Store 03,Plaines Wilhems,-20.283854671551527,57.490571303838465,1728,PreferNotSay,25-34,New,In-store,Card,None,Fashion,Women,1,1194.07,0.047,0.333,1194.07,1137.94871,759.01,378.94,0,NA,3.8,1137.94871,0.0012900000001536682
T0020609,2024-05-01T04:42:36Z,2024-05-01,2024,5,2024-05,2024Q2,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,1228,Male,35-44,Returning,In-store,MobileMoney,None,Home,Kitchen,1,662.18,0.004,0.202,662.18,659.5312799999999,526.3,133.23,0,NA,3.7,659.5312799999999,0.0012799999999515421
T0009630,2024-05-01T05:31:57Z,2024-05-01,2024,5,2024-05,2024Q2,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,431,Female,18-24,Returning,In-store,Card,None,Grocery,Dry,1,78.43,0.026,0.243,78.43,76.39082,57.83,18.56,0,NA,4.1,76.39082,8.200000000044838e-4
T0016361,2024-05-01T08:36:10Z,2024-05-01,2024,5,2024-05,2024Q2,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,710,Male,18-24,Returning,Delivery,Cash,None,Home,Cleaning,2,569.94,0.05,0.252,1139.88,1082.886,810,272.89,0,62,4.6,1082.886,0.004000000000132786
T0008762,2024-05-01T08:46:23Z,2024-05-01,2024,5,2024-05,2024Q2,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,2376,Female,25-34,New,Delivery,Card,None,Grocery,Snacks,1,74.73,0.058,0.224,74.73,70.39566,54.63,15.77,0,54,3.7,70.39566,0.004339999999999122
T0020573,2024-05-01T10:25:22Z,2024-05-01,2024,5,2024-05,2024Q2,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,676,Male,25-34,Returning,In-store,Cash,None,Fashion,Footwear,1,1614.2,0.028,0.32,1614.2,1569.0024,1066.92,502.08,1,NA,3.4,1569.0024,0.0024000000000796717
T0009600,2024-05-01T11:00:20Z,2024-05-01,2024,5,2024-05,2024Q2,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,1908,Female,18-24,New,In-store,Card,None,Home,Decor,1,373.83,0.045,0.225,373.83,357.00764999999996,276.68,80.33,0,NA,3.7,357.00764999999996,0.0023500000000353793
T0012873,2024-05-01T11:51:34Z,2024-05-01,2024,5,2024-05,2024Q2,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,2345,Female,45-54,New,Delivery,Card,None,Grocery,Beverages,5,80.59,0.058,0.207,402.95,379.5789,301.01,78.57,0,32,4.6,379.5789,0.0011000000000080945
T0004602,2024-05-01T11:59:49Z,2024-05-01,2024,5,2024-05,2024Q2,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,437,Male,35-44,New,In-store,Cash,None,Electronics,Mobile,1,2759.51,0.053,0.155,2759.51,2613.25597,2208.2,405.06,0,NA,NA,2613.25597,0.0040300000000570435
T0019185,2024-05-01T12:01:14Z,2024-05-01,2024,5,2024-05,2024Q2,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,2396,Female,35-44,Returning,Online,Card,None,Grocery,Dry,2,93.5,0.042,0.235,187,179.146,137.05,42.1,0,35,4.3,179.146,0.004000000000019099
T0011611,2024-05-01T12:44:58Z,2024-05-01,2024,5,2024-05,2024Q2,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,1638,Female,35-44,New,Online,Card,None,Electronics,Appliances,1,6015.36,0.048,0.155,6015.36,5726.622719999999,4838.99,887.63,1,24,NA,5726.622719999999,0.002719999999499123
T0022690,2024-05-01T13:13:19Z,2024-05-01,2024,5,2024-05,2024Q2,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,1216,Male,35-44,Returning,Online,Card,None,Pharmacy,Personal Care,2,138.95,0.035,0.289,277.9,268.1735,190.67,77.5,0,5,4.8,268.1735,0.0034999999999740794
T0001189,2024-05-01T13:50:03Z,2024-05-01,2024,5,2024-05,2024Q2,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,1725,Female,25-34,Returning,In-store,MobileMoney,None,Home,Decor,1,407.57,0.049,0.249,407.57,387.59907,291.09,96.51,0,NA,3.9,387.59907,9.300000000393993e-4
T0004611,2024-05-01T14:38:18Z,2024-05-01,2024,5,2024-05,2024Q2,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,2413,PreferNotSay,55+,Returning,In-store,Cash,None,Pharmacy,OTC,3,297.09,0.018,0.298,891.27,875.22714,614.41,260.82,0,NA,4.3,875.22714,0.0028600000000551518
T0020398,2024-05-01T14:49:30Z,2024-05-01,2024,5,2024-05,2024Q2,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,159,Male,25-34,Returning,In-store,Cash,None,Grocery,Fresh,3,75.71,0.012,0.265,227.13,224.40444,164.93,59.47,0,NA,NA,224.40444,0.004439999999988231
T0009109,2024-05-01T15:35:24Z,2024-05-01,2024,5,2024-05,2024Q2,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,744,PreferNotSay,55+,Returning,In-store,MobileMoney,None,Electronics,Accessories,1,4525.7,0.047,0.16,4525.7,4312.9920999999995,3622.91,690.08,0,NA,4.1,4312.9920999999995,0.0020999999997002305
T0006493,2024-05-01T15:54:22Z,2024-05-01,2024,5,2024-05,2024Q2,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,1581,Female,55+,Returning,In-store,Card,None,Home,Cleaning,1,337.88,0.005,0.229,337.88,336.1906,259.2,76.99,0,NA,4.5,336.1906,6.000000000199179e-4
T0011512,2024-05-01T16:46:31Z,2024-05-01,2024,5,2024-05,2024Q2,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,2279,Male,35-44,Returning,In-store,MobileMoney,None,Grocery,Dry,5,72.06,0.01,0.234,360.3,356.697,273.23,83.47,0,NA,4.5,356.697,0.002999999999985903
T0012989,2024-05-01T16:53:24Z,2024-05-01,2024,5,2024-05,2024Q2,9,IslandMart Store 09,Port Louis,-20.158312740003655,57.47250944285822,2172,Male,45-54,New,Online,Card,None,Electronics,Accessories,1,4288.37,0.025,0.127,4288.37,4181.16075,3650.15,531.01,0,43,4.5,4181.16075,7.500000001527951e-4
T0016789,2024-05-01T18:42:53Z,2024-05-01,2024,5,2024-05,2024Q2,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,183,Male,25-34,New,In-store,Cash,None,Baby,Formula,2,464.1,0.05,0.278,928.2,881.79,636.65,245.14,0,NA,3.9,881.79,0
T0019617,2024-05-01T19:06:10Z,2024-05-01,2024,5,2024-05,2024Q2,3,IslandMart Store 03,Plaines Wilhems,-20.283854671551527,57.490571303838465,2384,Male,55+,Returning,In-store,Cash,None,Grocery,Fresh,3,117.71,0.047,0.263,353.13,336.53289,248.02,88.51,0,NA,4.1,336.53289,0.0028900000000362525
T0001428,2024-05-01T19:37:54Z,2024-05-01,2024,5,2024-05,2024Q2,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,2176,Male,55+,Returning,In-store,Cash,None,Beauty,Skincare,2,557.59,0.029,0.287,1115.18,1082.83978,772.06,310.78,0,NA,4,1082.83978,2.1999999989930075e-4
T0014074,2024-05-01T19:54:41Z,2024-05-01,2024,5,2024-05,2024Q2,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,846,Female,25-34,Returning,In-store,Cash,None,Grocery,Fresh,1,64.43,0.016,0.176,64.43,63.39912,52.24,11.16,0,NA,3.7,63.39912,8.799999999951069e-4
T0003365,2024-05-01T20:59:06Z,2024-05-01,2024,5,2024-05,2024Q2,9,IslandMart Store 09,Port Louis,-20.158312740003655,57.47250944285822,2490,Male,25-34,Returning,In-store,Cash,None,Grocery,Fresh,2,55.42,0.03,0.2,110.84,107.5148,86.01,21.5,0,NA,3.9,107.5148,0.004799999999988813
T0015578,2024-05-01T22:04:02Z,2024-05-01,2024,5,2024-05,2024Q2,3,IslandMart Store 03,Plaines Wilhems,-20.283854671551527,57.490571303838465,1967,Female,25-34,Returning,Delivery,Card,None,Baby,Diapers,1,399.53,0.021,0.19,399.53,391.13987,316.82,74.32,0,29,4.1,391.13987,1.3000000001284207e-4
T0016610,2024-05-01T22:54:39Z,2024-05-01,2024,5,2024-05,2024Q2,6,IslandMart Store 06,Rivière du Rempart,-20.036536377811963,57.724947458671785,1593,Male,25-34,VIP,In-store,Cash,None,Electronics,Accessories,1,2225.9,0.052,0.127,2225.9,2110.1532,1842.16,267.99,0,NA,4.4,2110.1532,0.003200000000106229
T0006100,2024-05-01T23:48:16Z,2024-05-01,2024,5,2024-05,2024Q2,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,1603,Female,45-54,New,In-store,Card,None,Baby,Formula,2,724.1,0.017,0.163,1448.2,1423.5806,1191.54,232.04,0,NA,NA,1423.5806,6.000000000767614e-4
T0009424,2024-05-02T02:03:49Z,2024-05-02,2024,5,2024-05,2024Q2,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,1912,Female,45-54,Returning,Delivery,Cash,None,Baby,Diapers,3,661.4,0.01,0.174,1984.2,1964.358,1622.56,341.8,0,32,3.5,1964.358,0.0019999999999527063
T0016953,2024-05-02T02:19:59Z,2024-05-02,2024,5,2024-05,2024Q2,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,1617,Female,45-54,Returning,In-store,Cash,None,Grocery,Fresh,2,58.03,0.049,0.195,116.06,110.37306,88.85,21.52,0,NA,4.3,110.37306,0.003059999999990737
T0002678,2024-05-02T04:06:25Z,2024-05-02,2024,5,2024-05,2024Q2,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,25,Male,35-44,Returning,In-store,Card,None,Grocery,Snacks,3,123.81,0.04,0.252,371.43,356.5728,266.71,89.86,0,NA,4,356.5728,0.0027999999999792635
T0020931,2024-05-02T04:58:34Z,2024-05-02,2024,5,2024-05,2024Q2,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,2335,Male,25-34,Returning,Delivery,Card,None,Baby,Care,1,919.51,0.041,0.162,919.51,881.81009,738.96,142.85,0,84,3.9,881.81009,9.000000000014552e-5
T0006867,2024-05-02T05:46:09Z,2024-05-02,2024,5,2024-05,2024Q2,3,IslandMart Store 03,Plaines Wilhems,-20.283854671551527,57.490571303838465,1414,Male,25-34,New,In-store,MobileMoney,None,Grocery,Fresh,2,61.65,0.042,0.252,123.3,118.1214,88.35,29.77,0,NA,4.3,118.1214,0.0013999999999896318
T0018183,2024-05-02T06:12:36Z,2024-05-02,2024,5,2024-05,2024Q2,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,430,Female,18-24,Returning,In-store,Cash,None,Pharmacy,OTC,1,285.22,0.02,0.293,285.22,279.5156,197.62,81.9,0,NA,NA,279.5156,0.004399999999975535
T0015921,2024-05-02T06:42:44Z,2024-05-02,2024,5,2024-05,2024Q2,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,668,Female,45-54,Returning,In-store,Card,None,Grocery,Dry,1,90.77,0.007,0.208,90.77,90.13461,71.38,18.75,0,NA,5,90.13461,0.004609999999999559
T0006855,2024-05-02T07:43:48Z,2024-05-02,2024,5,2024-05,2024Q2,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,2200,Female,45-54,Returning,Online,Card,None,Electronics,Accessories,1,3403.67,0.046,0.146,3403.67,3247.10118,2773.02,474.08,1,29,NA,3247.10118,0.0011800000002040179
T0002764,2024-05-02T08:09:05Z,2024-05-02,2024,5,2024-05,2024Q2,4,IslandMart Store 04,Pamplemousses,-20.097456163422862,57.57448002430312,2285,Female,25-34,VIP,In-store,Card,None,Electronics,Accessories,1,3667.44,0.076,0.18,3667.44,3388.7145600000003,2778.74,609.97,0,NA,3.5,3388.7145600000003,0.004560000000310538
T0015590,2024-05-02T09:38:43Z,2024-05-02,2024,5,2024-05,2024Q2,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,1506,Female,35-44,Returning,Online,BankTransfer,None,Electronics,Accessories,1,4754.87,0.015,0.183,4754.87,4683.54695,3826.46,857.09,0,20,4.2,4683.54695,0.003050000000257569
T0001645,2024-05-02T09:50:48Z,2024-05-02,2024,5,2024-05,2024Q2,6,IslandMart Store 06,Rivière du Rempart,-20.036536377811963,57.724947458671785,297,Male,18-24,Returning,In-store,Cash,None,Fashion,Women,1,1359.72,0.015,0.352,1359.72,1339.3242,867.88,471.44,1,NA,3.6,1339.3242,0.004200000000082582
T0016868,2024-05-02T09:51:57Z,2024-05-02,2024,5,2024-05,2024Q2,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,1286,Male,25-34,Returning,Online,BankTransfer,None,Home,Kitchen,2,555.63,0.037,0.207,1111.26,1070.14338,848.62,221.52,0,27,3.8,1070.14338,0.0033799999998791463
T0010478,2024-05-02T10:21:41Z,2024-05-02,2024,5,2024-05,2024Q2,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,2182,Male,18-24,Returning,Online,Card,None,Baby,Diapers,1,1096,0.012,0.245,1096,1082.848,817.55,265.3,0,21,4.9,1082.848,0.0019999999999527063
T0010071,2024-05-02T10:59:15Z,2024-05-02,2024,5,2024-05,2024Q2,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,454,Male,45-54,VIP,In-store,Cash,None,Grocery,Fresh,1,103.59,0.065,0.249,103.59,96.85665,72.74,24.12,0,NA,4.6,96.85665,0.0033499999999975216
T0002915,2024-05-02T11:08:35Z,2024-05-02,2024,5,2024-05,2024Q2,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,2145,Male,25-34,New,In-store,Cash,None,Pharmacy,OTC,1,214.64,0.055,0.306,214.64,202.83479999999997,140.76,62.07,0,NA,4.2,202.83479999999997,0.0047999999999603915
T0015029,2024-05-02T11:12:22Z,2024-05-02,2024,5,2024-05,2024Q2,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,2466,Male,35-44,New,Online,Card,None,Beauty,Skincare,1,582.02,0.051,0.26,582.02,552.3369799999999,408.73,143.61,0,15,4.6,552.3369799999999,0.003020000000105938
T0023029,2024-05-02T11:20:14Z,2024-05-02,2024,5,2024-05,2024Q2,6,IslandMart Store 06,Rivière du Rempart,-20.036536377811963,57.724947458671785,260,Female,55+,Returning,Online,Card,None,Electronics,Accessories,1,4289.06,0.038,0.164,4289.06,4126.07572,3449.4,676.68,0,25,4.6,4126.07572,0.004280000000107975
T0007119,2024-05-02T12:04:47Z,2024-05-02,2024,5,2024-05,2024Q2,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,919,Male,55+,New,Online,BankTransfer,None,Baby,Formula,3,536.87,0.037,0.177,1610.61,1551.0174299999999,1276.49,274.53,0,30,4.2,1551.0174299999999,0.0025700000001052103
T0013081,2024-05-02T12:17:01Z,2024-05-02,2024,5,2024-05,2024Q2,4,IslandMart Store 04,Pamplemousses,-20.097456163422862,57.57448002430312,1443,Male,25-34,New,Online,Card,None,Baby,Care,1,428,0.022,0.158,428,418.584,352.44,66.14,0,15,3.7,418.584,0.004000000000019099
T0018013,2024-05-02T13:27:51Z,2024-05-02,2024,5,2024-05,2024Q2,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,2035,Female,45-54,Returning,Delivery,Card,None,Electronics,Mobile,1,5062.04,0.035,0.155,5062.04,4884.8686,4127.72,757.15,0,40,4.3,4884.8686,0.0014000000001033186
T0016260,2024-05-02T14:15:50Z,2024-05-02,2024,5,2024-05,2024Q2,9,IslandMart Store 09,Port Louis,-20.158312740003655,57.47250944285822,913,Female,25-34,VIP,In-store,Card,None,Fashion,Footwear,2,910.98,0.077,0.305,1821.96,1681.6690800000001,1168.76,512.91,0,NA,4.4,1681.6690800000001,9.1999999995096e-4
T0017631,2024-05-02T15:10:56Z,2024-05-02,2024,5,2024-05,2024Q2,9,IslandMart Store 09,Port Louis,-20.158312740003655,57.47250944285822,175,Female,35-44,New,In-store,Card,None,Pharmacy,OTC,1,305.5,0.014,0.318,305.5,301.223,205.43,95.79,0,NA,3.1,301.223,0.002999999999985903
T0007433,2024-05-02T17:01:08Z,2024-05-02,2024,5,2024-05,2024Q2,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,2291,Female,25-34,Returning,In-store,Cash,None,Grocery,Beverages,4,76.44,0.027,0.239,305.76,297.50448,226.4,71.1,0,NA,3.5,297.50448,0.004480000000000928
T0012777,2024-05-02T17:04:59Z,2024-05-02,2024,5,2024-05,2024Q2,4,IslandMart Store 04,Pamplemousses,-20.097456163422862,57.57448002430312,1963,Male,55+,Returning,Delivery,Cash,None,Grocery,Dry,1,130.61,0.013,0.198,130.61,128.91207,103.39,25.52,0,16,4.6,128.91207,0.002070000000003347
T0005846,2024-05-02T17:32:22Z,2024-05-02,2024,5,2024-05,2024Q2,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,1755,Male,45-54,New,Online,Card,None,Home,Cleaning,2,563.73,0.035,0.22,1127.46,1087.9989,848.64,239.36,0,27,4.2,1087.9989,0.001099999999951251
T0004737,2024-05-02T17:47:45Z,2024-05-02,2024,5,2024-05,2024Q2,3,IslandMart Store 03,Plaines Wilhems,-20.283854671551527,57.490571303838465,1808,Male,35-44,VIP,In-store,Card,None,Pharmacy,Personal Care,1,270.81,0.053,0.317,270.81,256.45707,175.16,81.3,0,NA,4.5,256.45707,0.0029299999999921056
T0010655,2024-05-02T17:50:07Z,2024-05-02,2024,5,2024-05,2024Q2,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,463,Male,35-44,Returning,In-store,Card,None,Home,Cleaning,2,335.64,0.04,0.265,671.28,644.4287999999999,473.66,170.77,0,NA,3.7,644.4287999999999,0.0012000000000398359
T0016225,2024-05-02T18:17:02Z,2024-05-02,2024,5,2024-05,2024Q2,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,1213,Female,45-54,New,In-store,Cash,None,Grocery,Beverages,3,64.13,0.05,0.208,192.39,182.77049999999997,144.75,38.02,0,NA,3.6,182.77049999999997,4.999999999597549e-4
T0009083,2024-05-02T18:24:50Z,2024-05-02,2024,5,2024-05,2024Q2,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,112,Female,35-44,Returning,In-store,Card,None,Grocery,Beverages,1,94.87,0.038,0.271,94.87,91.26494,66.53,24.73,0,NA,NA,91.26494,0.0049399999999906186
T0010828,2024-05-02T18:45:24Z,2024-05-02,2024,5,2024-05,2024Q2,6,IslandMart Store 06,Rivière du Rempart,-20.036536377811963,57.724947458671785,2133,Female,25-34,Returning,Delivery,Card,None,Baby,Formula,2,994.86,0.024,0.171,1989.72,1941.96672,1609.89,332.08,0,66,3.4,1941.96672,0.003280000000131622
T0011113,2024-05-02T19:01:57Z,2024-05-02,2024,5,2024-05,2024Q2,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,405,Female,25-34,Returning,In-store,Cash,None,Pharmacy,OTC,2,448.64,0.029,0.219,897.28,871.25888,680.45,190.81,0,NA,3.4,871.25888,0.0011200000000144428
T0005578,2024-05-02T19:30:59Z,2024-05-02,2024,5,2024-05,2024Q2,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,2364,Female,25-34,Returning,In-store,Cash,None,Grocery,Dry,1,69.61,0.002,0.216,69.61,69.47078,54.46,15.01,0,NA,4,69.47078,7.800000000059981e-4
T0009741,2024-05-02T21:32:19Z,2024-05-02,2024,5,2024-05,2024Q2,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,1714,Male,35-44,Returning,In-store,Cash,None,Grocery,Fresh,2,126.15,0.04,0.214,252.3,242.208,190.38,51.83,0,NA,3.3,242.208,0.0020000000000095497
T0019883,2024-05-02T23:28:19Z,2024-05-02,2024,5,2024-05,2024Q2,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,1502,Male,25-34,Returning,In-store,Card,None,Baby,Care,3,528.25,0.022,0.168,1584.75,1549.8854999999999,1289.51,260.38,0,NA,3.8,1549.8854999999999,0.00450000000023465
T0012263,2024-05-02T23:43:26Z,2024-05-02,2024,5,2024-05,2024Q2,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,285,Female,35-44,New,In-store,Cash,None,Grocery,Fresh,1,65.14,0.031,0.165,65.14,63.12066,52.71,10.41,0,NA,5,63.12066,6.600000000034356e-4
T0005706,2024-05-03T00:02:12Z,2024-05-03,2024,5,2024-05,2024Q2,9,IslandMart Store 09,Port Louis,-20.158312740003655,57.47250944285822,815,Female,45-54,Returning,In-store,Cash,None,Grocery,Snacks,2,136.93,0.042,0.259,273.86,262.35788,194.41,67.95,0,NA,4.4,262.35788,0.002119999999990796
T0001431,2024-05-03T00:15:31Z,2024-05-03,2024,5,2024-05,2024Q2,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,438,Male,25-34,Returning,In-store,Card,None,Pharmacy,OTC,2,413.93,0.028,0.236,827.86,804.67992,614.78,189.9,0,NA,2.8,804.67992,7.999999991170625e-5
T0015259,2024-05-03T00:16:37Z,2024-05-03,2024,5,2024-05,2024Q2,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,2334,Male,45-54,New,In-store,Cash,None,Grocery,Beverages,2,97.39,0.058,0.176,194.78,183.48275999999998,151.19,32.29,0,NA,3.7,183.48275999999998,0.0027599999999949887
T0006722,2024-05-03T03:43:51Z,2024-05-03,2024,5,2024-05,2024Q2,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,182,Female,18-24,Returning,In-store,Card,None,Grocery,Fresh,2,63.2,0.032,0.228,126.4,122.3552,94.46,27.9,0,NA,3.8,122.3552,0.004800000000003024
T0018826,2024-05-03T04:57:15Z,2024-05-03,2024,5,2024-05,2024Q2,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,1794,Male,35-44,New,In-store,Cash,None,Grocery,Snacks,4,100.97,0.037,0.248,403.88,388.93644,292.48,96.46,0,NA,4.4,388.93644,0.0035599999999931242
T0009722,2024-05-03T05:58:35Z,2024-05-03,2024,5,2024-05,2024Q2,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,1058,Female,25-34,Returning,In-store,Cash,None,Grocery,Beverages,3,86.78,0.003,0.194,260.34,259.55897999999996,209.21,50.35,0,NA,3.7,259.55897999999996,0.0010200000000395448
T0005100,2024-05-03T06:08:53Z,2024-05-03,2024,5,2024-05,2024Q2,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,394,Female,25-34,VIP,Delivery,Card,None,Baby,Formula,1,722.89,0.034,0.184,722.89,698.31174,569.82,128.49,0,76,4,698.31174,0.001740000000040709
T0023579,2024-05-03T06:22:18Z,2024-05-03,2024,5,2024-05,2024Q2,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,2168,Female,45-54,Returning,In-store,Cash,None,Grocery,Snacks,3,128.4,0.031,0.213,385.2,373.25879999999995,293.76,79.5,0,NA,3.9,373.25879999999995,0.0012000000000398359
T0022969,2024-05-03T06:30:53Z,2024-05-03,2024,5,2024-05,2024Q2,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,176,Female,55+,New,In-store,Card,None,Grocery,Snacks,2,71.11,0.022,0.209,142.22,139.09116,110.02,29.07,0,NA,4.6,139.09116,0.0011599999999987176
T0022721,2024-05-03T07:34:34Z,2024-05-03,2024,5,2024-05,2024Q2,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,1469,Female,55+,Returning,In-store,Cash,None,Electronics,Appliances,1,4746.16,0.039,0.195,4746.16,4561.05976,3671.65,889.41,0,NA,4.4,4561.05976,2.4000000030355295e-4
T0004864,2024-05-03T07:48:34Z,2024-05-03,2024,5,2024-05,2024Q2,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,1648,Male,18-24,New,Delivery,Cash,None,Grocery,Dry,1,95.46,0.048,0.199,95.46,90.87791999999999,72.79,18.09,0,58,5,90.87791999999999,0.002080000000006521
T0010794,2024-05-03T09:48:28Z,2024-05-03,2024,5,2024-05,2024Q2,6,IslandMart Store 06,Rivière du Rempart,-20.036536377811963,57.724947458671785,849,Female,18-24,Returning,In-store,Cash,None,Pharmacy,OTC,1,307.17,0.006,0.317,307.17,305.32698,208.54,96.79,0,NA,3.1,305.32698,0.003019999999992251
T0012567,2024-05-03T10:00:53Z,2024-05-03,2024,5,2024-05,2024Q2,9,IslandMart Store 09,Port Louis,-20.158312740003655,57.47250944285822,388,Male,25-34,Returning,Online,BankTransfer,None,Electronics,Mobile,1,3674.89,0.012,0.162,3674.89,3630.79132,3042.6,588.19,0,7,4.2,3630.79132,0.0013199999998505518
T0014751,2024-05-03T10:13:13Z,2024-05-03,2024,5,2024-05,2024Q2,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,2393,Male,45-54,New,Delivery,Card,None,Grocery,Fresh,1,65.38,0.046,0.191,65.38,62.372519999999994,50.46,11.91,0,78,4.1,62.372519999999994,0.002519999999996969
T0023337,2024-05-03T10:37:07Z,2024-05-03,2024,5,2024-05,2024Q2,4,IslandMart Store 04,Pamplemousses,-20.097456163422862,57.57448002430312,149,Male,55+,New,In-store,Card,None,Electronics,Appliances,1,6913.09,0.054,0.209,6913.09,6539.78314,5172.97,1366.81,0,NA,4.7,6539.78314,0.003139999999802967
T0010477,2024-05-03T10:37:54Z,2024-05-03,2024,5,2024-05,2024Q2,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,519,Female,25-34,Returning,In-store,Card,None,Home,Decor,1,376.98,0.026,0.232,376.98,367.17852,281.99,85.19,0,NA,4.2,367.17852,0.0014800000000150249
T0003997,2024-05-03T10:48:54Z,2024-05-03,2024,5,2024-05,2024Q2,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,1774,Male,18-24,Returning,In-store,Card,None,Home,Decor,2,563.14,0,0.223,1126.28,1126.28,875.12,251.16,0,NA,4.5,1126.28,0
T0000987,2024-05-03T11:08:35Z,2024-05-03,2024,5,2024-05,2024Q2,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,715,Female,45-54,Returning,In-store,Cash,None,Grocery,Dry,3,87.19,0.002,0.225,261.57,261.04686,202.31,58.74,0,NA,3.5,261.04686,0.0031400000000303407
